0x12121	0x3000
0x13B5A	0x5B5C
0x13B5B	0x65AF
0x13B5C	0x65BD
0x13B5D	0x65E8
0x13B5E	0x679D
0x13B5F	0x6B62
0x13B60	0x6B7B
0x13B61	0x6C0F
0x13B62	0x7345
0x13B63	0x7949
0x13B64	0x79C1
0x13B65	0x7CF8
0x13B66	0x7D19
0x13B67	0x7D2B
0x13B68	0x80A2
0x13B69	0x8102
0x13B6A	0x81F3
0x13B6B	0x8996
0x13B6C	0x8A5E
0x13B6D	0x8A69
0x13B6E	0x8A66
0x13B6F	0x8A8C
0x13B70	0x8AEE
0x13B71	0x8CC7
0x13B72	0x8CDC
0x13B73	0x96CC
0x13B74	0x98FC
0x13B75	0x6B6F
0x13B76	0x4E8B
0x13B77	0x4F3C
0x13B78	0x4F8D
0x13B79	0x5150
0x13B7A	0x5B57
0x13B7B	0x5BFA
0x13B7C	0x6148
0x13B7D	0x6301
0x13B7E	0x6642
0x13C21	0x6B21
0x13C22	0x6ECB
0x13C23	0x6CBB
0x13C24	0x723E
0x13C25	0x74BD
0x13C26	0x75D4
0x13C27	0x78C1
0x13C28	0x793A
0x13C29	0x800C
0x13C2A	0x8033
0x13C2B	0x81EA
0x13C2C	0x8494
0x13C2D	0x8F9E
0x13C2E	0x6C50
0x13C2F	0x9E7F
0x13C30	0x5F0F
0x13C31	0x8B58
0x13C32	0x9D2B
0x13C33	0x7AFA
0x13C34	0x8EF8
0x13C35	0x5B8D
0x13C36	0x96EB
0x13C37	0x4E03
0x13C38	0x53F1
0x13C39	0x57F7
0x13C3A	0x5931
0x13C3B	0x5AC9
0x13C3C	0x5BA4
0x13C3D	0x6089
0x13C3E	0x6E7F
0x13C3F	0x6F06
0x13C40	0x75BE
0x13C41	0x8CEA
0x13C42	0x5B9F
0x13C43	0x8500
0x13C44	0x7BE0
0x13C45	0x5072
0x13C46	0x67F4
0x13C47	0x829D
0x13C48	0x5C61
0x13C49	0x854A
0x13C4A	0x7E1E
0x13C4B	0x820E
0x13C4C	0x5199
0x13C4D	0x5C04
0x13C4E	0x6368
0x13C4F	0x8D66
0x13C50	0x659C
0x13C51	0x716E
0x13C52	0x793E
0x13C53	0x7D17
0x13C54	0x8005
0x13C55	0x8B1D
0x13C56	0x8ECA
0x13C57	0x906E
0x13C58	0x86C7
0x13C59	0x90AA
0x13C5A	0x501F
0x13C5B	0x52FA
0x13C5C	0x5C3A
0x13C5D	0x6753
0x13C5E	0x707C
0x13C5F	0x7235
0x13C60	0x914C
0x13C61	0x91C8
0x13C62	0x932B
0x13C63	0x82E5
0x13C64	0x5BC2
0x13C65	0x5F31
0x13C66	0x60F9
0x13C67	0x4E3B
0x13C68	0x53D6
0x13C69	0x5B88
0x13C6A	0x624B
0x13C6B	0x6731
0x13C6C	0x6B8A
0x13C6D	0x72E9
0x13C6E	0x73E0
0x13C6F	0x7A2E
0x13C70	0x816B
0x13C71	0x8DA3
0x13C72	0x9152
0x13C73	0x9996
0x13C74	0x5112
0x13C75	0x53D7
0x13C76	0x546A
0x13C77	0x5BFF
0x13C78	0x6388
0x13C79	0x6A39
0x13C7A	0x7DAC
0x13C7B	0x9700
0x13C7C	0x56DA
0x13C7D	0x53CE
0x13C7E	0x5468
0x13D21	0x5B97
0x13D22	0x5C31
0x13D23	0x5DDE
0x13D24	0x4FEE
0x13D25	0x6101
0x13D26	0x62FE
0x13D27	0x6D32
0x13D28	0x79C0
0x13D29	0x79CB
0x13D2A	0x7D42
0x13D2B	0x7E4D
0x13D2C	0x7FD2
0x13D2D	0x81ED
0x13D2E	0x821F
0x13D2F	0x8490
0x13D30	0x8846
0x13D31	0x8972
0x13D32	0x8B90
0x13D33	0x8E74
0x13D34	0x8F2F
0x13D35	0x9031
0x13D36	0x914B
0x13D37	0x916C
0x13D38	0x96C6
0x13D39	0x919C
0x13D3A	0x4EC0
0x13D3B	0x4F4F
0x13D3C	0x5145
0x13D3D	0x5341
0x13D3E	0x5F93
0x13D3F	0x620E
0x13D40	0x67D4
0x13D41	0x6C41
0x13D42	0x6E0B
0x13D43	0x7363
0x13D44	0x7E26
0x13D45	0x91CD
0x13D46	0x9283
0x13D47	0x53D4
0x13D48	0x5919
0x13D49	0x5BBF
0x13D4A	0x6DD1
0x13D4B	0x795D
0x13D4C	0x7E2E
0x13D4D	0x7C9B
0x13D4E	0x587E
0x13D4F	0x719F
0x13D50	0x51FA
0x13D51	0x8853
0x13D52	0x8FF0
0x13D53	0x4FCA
0x13D54	0x5CFB
0x13D55	0x6625
0x13D56	0x77AC
0x13D57	0x7AE3
0x13D58	0x821C
0x13D59	0x99FF
0x13D5A	0x51C6
0x13D5B	0x5FAA
0x13D5C	0x65EC
0x13D5D	0x696F
0x13D5E	0x6B89
0x13D5F	0x6DF3
0x13D60	0x6E96
0x13D61	0x6F64
0x13D62	0x76FE
0x13D63	0x7D14
0x13D64	0x5DE1
0x13D65	0x9075
0x13D66	0x9187
0x13D67	0x9806
0x13D68	0x51E6
0x13D69	0x521D
0x13D6A	0x6240
0x13D6B	0x6691
0x13D6C	0x66D9
0x13D6D	0x6E1A
0x13D6E	0x5EB6
0x13D6F	0x7DD2
0x13D70	0x7F72
0x13D71	0x66F8
0x13D72	0x85AF
0x13D73	0x85F7
0x13D74	0x8AF8
0x13D75	0x52A9
0x13D76	0x53D9
0x13D77	0x5973
0x13D78	0x5E8F
0x13D79	0x5F90
0x13D7A	0x6055
0x13D7B	0x92E4
0x13D7C	0x9664
0x13D7D	0x50B7
0x13D7E	0x511F
0x13E21	0x52DD
0x13E22	0x5320
0x13E23	0x5347
0x13E24	0x53EC
0x13E25	0x54E8
0x13E26	0x5546
0x13E27	0x5531
0x13E28	0x5617
0x13E29	0x5968
0x13E2A	0x59BE
0x13E2B	0x5A3C
0x13E2C	0x5BB5
0x13E2D	0x5C06
0x13E2E	0x5C0F
0x13E2F	0x5C11
0x13E30	0x5C1A
0x13E31	0x5E84
0x13E32	0x5E8A
0x13E33	0x5EE0
0x13E34	0x5F70
0x13E35	0x627F
0x13E36	0x6284
0x13E37	0x62DB
0x13E38	0x638C
0x13E39	0x6377
0x13E3A	0x6607
0x13E3B	0x660C
0x13E3C	0x662D
0x13E3D	0x6676
0x13E3E	0x677E
0x13E3F	0x68A2
0x13E40	0x6A1F
0x13E41	0x6A35
0x13E42	0x6CBC
0x13E43	0x6D88
0x13E44	0x6E09
0x13E45	0x6E58
0x13E46	0x713C
0x13E47	0x7126
0x13E48	0x7167
0x13E49	0x75C7
0x13E4A	0x7701
0x13E4B	0x785D
0x13E4C	0x7901
0x13E4D	0x7965
0x13E4E	0x79F0
0x13E4F	0x7AE0
0x13E50	0x7B11
0x13E51	0x7CA7
0x13E52	0x7D39
0x13E53	0x8096
0x13E54	0x83D6
0x13E55	0x848B
0x13E56	0x8549
0x13E57	0x885D
0x13E58	0x88F3
0x13E59	0x8A1F
0x13E5A	0x8A3C
0x13E5B	0x8A54
0x13E5C	0x8A73
0x13E5D	0x8C61
0x13E5E	0x8CDE
0x13E5F	0x91A4
0x13E60	0x9266
0x13E61	0x937E
0x13E62	0x9418
0x13E63	0x969C
0x13E64	0x9798
0x13E65	0x4E0A
0x13E66	0x4E08
0x13E67	0x4E1E
0x13E68	0x4E57
0x13E69	0x5197
0x13E6A	0x5270
0x13E6B	0x57CE
0x13E6C	0x5834
0x13E6D	0x58CC
0x13E6E	0x5B22
0x13E6F	0x5E38
0x13E70	0x60C5
0x13E71	0x64FE
0x13E72	0x6761
0x13E73	0x6756
0x13E74	0x6D44
0x13E75	0x72B6
0x13E76	0x7573
0x13E77	0x7A63
0x13E78	0x84B8
0x13E79	0x8B72
0x13E7A	0x91B8
0x13E7B	0x9320
0x13E7C	0x5631
0x13E7D	0x57F4
0x13E7E	0x98FE
0x13F21	0x62ED
0x13F22	0x690D
0x13F23	0x6B96
0x13F24	0x71ED
0x13F25	0x7E54
0x13F26	0x8077
0x13F27	0x8272
0x13F28	0x89E6
0x13F29	0x98DF
0x13F2A	0x8755
0x13F2B	0x8FB1
0x13F2C	0x5C3B
0x13F2D	0x4F38
0x13F2E	0x4FE1
0x13F2F	0x4FB5
0x13F30	0x5507
0x13F31	0x5A20
0x13F32	0x5BDD
0x13F33	0x5BE9
0x13F34	0x5FC3
0x13F35	0x614E
0x13F36	0x632F
0x13F37	0x65B0
0x13F38	0x664B
0x13F39	0x68EE
0x13F3A	0x699B
0x13F3B	0x6D78
0x13F3C	0x6DF1
0x13F3D	0x7533
0x13F3E	0x75B9
0x13F3F	0x771F
0x13F40	0x795E
0x13F41	0x79E6
0x13F42	0x7D33
0x13F43	0x81E3
0x13F44	0x82AF
0x13F45	0x85AA
0x13F46	0x89AA
0x13F47	0x8A3A
0x13F48	0x8EAB
0x13F49	0x8F9B
0x13F4A	0x9032
0x13F4B	0x91DD
0x13F4C	0x9707
0x13F4D	0x4EBA
0x13F4E	0x4EC1
0x13F4F	0x5203
0x13F50	0x5875
0x13F51	0x58EC
0x13F52	0x5C0B
0x13F53	0x751A
0x13F54	0x5C3D
0x13F55	0x814E
0x13F56	0x8A0A
0x13F57	0x8FC5
0x13F58	0x9663
0x13F59	0x976D
0x13F5A	0x7B25
0x13F5B	0x8ACF
0x13F5C	0x9808
0x13F5D	0x9162
0x13F5E	0x56F3
0x13F5F	0x53A8
0x13F60	0x9017
0x13F61	0x5439
0x13F62	0x5782
0x13F63	0x5E25
0x13F64	0x63A8
0x13F65	0x6C34
0x13F66	0x708A
0x13F67	0x7761
0x13F68	0x7C8B
0x13F69	0x7FE0
0x13F6A	0x8870
0x13F6B	0x9042
0x13F6C	0x9154
0x13F6D	0x9310
0x13F6E	0x9318
0x13F6F	0x968F
0x13F70	0x745E
0x13F71	0x9AC4
0x13F72	0x5D07
0x13F73	0x5D69
0x13F74	0x6570
0x13F75	0x67A2
0x13F76	0x8DA8
0x13F77	0x96DB
0x13F78	0x636E
0x13F79	0x6749
0x13F7A	0x6919
0x13F7B	0x83C5
0x13F7C	0x9817
0x13F7D	0x96C0
0x13F7E	0x88FE
0x14021	0x6F84
0x14022	0x647A
0x14023	0x5BF8
0x14024	0x4E16
0x14025	0x702C
0x14026	0x755D
0x14027	0x662F
0x14028	0x51C4
0x14029	0x5236
0x1402A	0x52E2
0x1402B	0x59D3
0x1402C	0x5F81
0x1402D	0x6027
0x1402E	0x6210
0x1402F	0x653F
0x14030	0x6574
0x14031	0x661F
0x14032	0x6674
0x14033	0x68F2
0x14034	0x6816
0x14035	0x6B63
0x14036	0x6E05
0x14037	0x7272
0x14038	0x751F
0x14039	0x76DB
0x1403A	0x7CBE
0x1403B	0x8056
0x1403C	0x58F0
0x1403D	0x88FD
0x1403E	0x897F
0x1403F	0x8AA0
0x14040	0x8A93
0x14041	0x8ACB
0x14042	0x901D
0x14043	0x9192
0x14044	0x9752
0x14045	0x9759
0x14046	0x6589
0x14047	0x7A0E
0x14048	0x8106
0x14049	0x96BB
0x1404A	0x5E2D
0x1404B	0x60DC
0x1404C	0x621A
0x1404D	0x65A5
0x1404E	0x6614
0x1404F	0x6790
0x14050	0x77F3
0x14051	0x7A4D
0x14052	0x7C4D
0x14053	0x7E3E
0x14054	0x810A
0x14055	0x8CAC
0x14056	0x8D64
0x14057	0x8DE1
0x14058	0x8E5F
0x14059	0x78A9
0x1405A	0x5207
0x1405B	0x62D9
0x1405C	0x63A5
0x1405D	0x6442
0x1405E	0x6298
0x1405F	0x8A2D
0x14060	0x7A83
0x14061	0x7BC0
0x14062	0x8AAC
0x14063	0x96EA
0x14064	0x7D76
0x14065	0x820C
0x14066	0x8749
0x14067	0x4ED9
0x14068	0x5148
0x14069	0x5343
0x1406A	0x5360
0x1406B	0x5BA3
0x1406C	0x5C02
0x1406D	0x5C16
0x1406E	0x5DDD
0x1406F	0x6226
0x14070	0x6247
0x14071	0x64B0
0x14072	0x6813
0x14073	0x6834
0x14074	0x6CC9
0x14075	0x6D45
0x14076	0x6D17
0x14077	0x67D3
0x14078	0x6F5C
0x14079	0x714E
0x1407A	0x717D
0x1407B	0x65CB
0x1407C	0x7A7F
0x1407D	0x7BAD
0x1407E	0x7DDA
0x14121	0x7E4A
0x14122	0x7FA8
0x14123	0x817A
0x14124	0x821B
0x14125	0x8239
0x14126	0x85A6
0x14127	0x8A6E
0x14128	0x8CCE
0x14129	0x8DF5
0x1412A	0x9078
0x1412B	0x9077
0x1412C	0x92AD
0x1412D	0x9291
0x1412E	0x9583
0x1412F	0x9BAE
0x14130	0x524D
0x14131	0x5584
0x14132	0x6F38
0x14133	0x7136
0x14134	0x5168
0x14135	0x7985
0x14136	0x7E55
0x14137	0x81B3
0x14138	0x7CCE
0x14139	0x564C
0x1413A	0x5851
0x1413B	0x5CA8
0x1413C	0x63AA
0x1413D	0x66FE
0x1413E	0x66FD
0x1413F	0x695A
0x14140	0x72D9
0x14141	0x758F
0x14142	0x758E
0x14143	0x790E
0x14144	0x7956
0x14145	0x79DF
0x14146	0x7C97
0x14147	0x7D20
0x14148	0x7D44
0x14149	0x8607
0x1414A	0x8A34
0x1414B	0x963B
0x1414C	0x9061
0x1414D	0x9F20
0x1414E	0x50E7
0x1414F	0x5275
0x14150	0x53CC
0x14151	0x53E2
0x14152	0x5009
0x14153	0x55AA
0x14154	0x58EE
0x14155	0x594F
0x14156	0x723D
0x14157	0x5B8B
0x14158	0x5C64
0x14159	0x531D
0x1415A	0x60E3
0x1415B	0x60F3
0x1415C	0x635C
0x1415D	0x6383
0x1415E	0x633F
0x1415F	0x63BB
0x14160	0x64CD
0x14161	0x65E9
0x14162	0x66F9
0x14163	0x5DE3
0x14164	0x69CD
0x14165	0x69FD
0x14166	0x6F15
0x14167	0x71E5
0x14168	0x4E89
0x14169	0x75E9
0x1416A	0x76F8
0x1416B	0x7A93
0x1416C	0x7CDF
0x1416D	0x7DCF
0x1416E	0x7D9C
0x1416F	0x8061
0x14170	0x8349
0x14171	0x8358
0x14172	0x846C
0x14173	0x84BC
0x14174	0x85FB
0x14175	0x88C5
0x14176	0x8D70
0x14177	0x9001
0x14178	0x906D
0x14179	0x9397
0x1417A	0x971C
0x1417B	0x9A12
0x1417C	0x50CF
0x1417D	0x5897
0x1417E	0x618E
0x14221	0x81D3
0x14222	0x8535
0x14223	0x8D08
0x14224	0x9020
0x14225	0x4FC3
0x14226	0x5074
0x14227	0x5247
0x14228	0x5373
0x14229	0x606F
0x1422A	0x6349
0x1422B	0x675F
0x1422C	0x6E2C
0x1422D	0x8DB3
0x1422E	0x901F
0x1422F	0x4FD7
0x14230	0x5C5E
0x14231	0x8CCA
0x14232	0x65CF
0x14233	0x7D9A
0x14234	0x5352
0x14235	0x8896
0x14236	0x5176
0x14237	0x63C3
0x14238	0x5B58
0x14239	0x5B6B
0x1423A	0x5C0A
0x1423B	0x640D
0x1423C	0x6751
0x1423D	0x905C
0x1423E	0x4ED6
0x1423F	0x591A
0x14240	0x592A
0x14241	0x6C70
0x14242	0x8A51
0x14243	0x553E
0x14244	0x5815
0x14245	0x59A5
0x14246	0x60F0
0x14247	0x6253
0x14248	0x67C1
0x14249	0x8235
0x1424A	0x6955
0x1424B	0x9640
0x1424C	0x99C4
0x1424D	0x9A28
0x1424E	0x4F53
0x1424F	0x5806
0x14250	0x5BFE
0x14251	0x8010
0x14252	0x5CB1
0x14253	0x5E2F
0x14254	0x5F85
0x14255	0x6020
0x14256	0x614B
0x14257	0x6234
0x14258	0x66FF
0x14259	0x6CF0
0x1425A	0x6EDE
0x1425B	0x80CE
0x1425C	0x817F
0x1425D	0x82D4
0x1425E	0x888B
0x1425F	0x8CB8
0x14260	0x9000
0x14261	0x902E
0x14262	0x968A
0x14263	0x9EDB
0x14264	0x9BDB
0x14265	0x4EE3
0x14266	0x53F0
0x14267	0x5927
0x14268	0x7B2C
0x14269	0x918D
0x1426A	0x984C
0x1426B	0x9DF9
0x1426C	0x6EDD
0x1426D	0x7027
0x1426E	0x5353
0x1426F	0x5544
0x14270	0x5B85
0x14271	0x6258
0x14272	0x629E
0x14273	0x62D3
0x14274	0x6CA2
0x14275	0x6FEF
0x14276	0x7422
0x14277	0x8A17
0x14278	0x9438
0x14279	0x6FC1
0x1427A	0x8AFE
0x1427B	0x8338
0x1427C	0x51E7
0x1427D	0x86F8
0x1427E	0x53EA
0x14321	0x53E9
0x14322	0x4F46
0x14323	0x9054
0x14324	0x8FB0
0x14325	0x596A
0x14326	0x8131
0x14327	0x5DFD
0x14328	0x7AEA
0x14329	0x8FBF
0x1432A	0x68DA
0x1432B	0x8C37
0x1432C	0x72F8
0x1432D	0x9C48
0x1432E	0x6A3D
0x1432F	0x8AB0
0x14330	0x4E39
0x14331	0x5358
0x14332	0x5606
0x14333	0x5766
0x14334	0x62C5
0x14335	0x63A2
0x14336	0x65E6
0x14337	0x6B4E
0x14338	0x6DE1
0x14339	0x6E5B
0x1433A	0x70AD
0x1433B	0x77ED
0x1433C	0x7AEF
0x1433D	0x7BAA
0x1433E	0x7DBB
0x1433F	0x803D
0x14340	0x80C6
0x14341	0x86CB
0x14342	0x8A95
0x14343	0x935B
0x14344	0x56E3
0x14345	0x58C7
0x14346	0x5F3E
0x14347	0x65AD
0x14348	0x6696
0x14349	0x6A80
0x1434A	0x6BB5
0x1434B	0x7537
0x1434C	0x8AC7
0x1434D	0x5024
0x1434E	0x77E5
0x1434F	0x5730
0x14350	0x5F1B
0x14351	0x6065
0x14352	0x667A
0x14353	0x6C60
0x14354	0x75F4
0x14355	0x7A1A
0x14356	0x7F6E
0x14357	0x81F4
0x14358	0x8718
0x14359	0x9045
0x1435A	0x99B3
0x1435B	0x7BC9
0x1435C	0x755C
0x1435D	0x7AF9
0x1435E	0x7B51
0x1435F	0x84C4
0x14360	0x9010
0x14361	0x79E9
0x14362	0x7A92
0x14363	0x8336
0x14364	0x5AE1
0x14365	0x7740
0x14366	0x4E2D
0x14367	0x4EF2
0x14368	0x5B99
0x14369	0x5FE0
0x1436A	0x62BD
0x1436B	0x663C
0x1436C	0x67F1
0x1436D	0x6CE8
0x1436E	0x866B
0x1436F	0x8877
0x14370	0x8A3B
0x14371	0x914E
0x14372	0x92F3
0x14373	0x99D0
0x14374	0x6A17
0x14375	0x7026
0x14376	0x732A
0x14377	0x82E7
0x14378	0x8457
0x14379	0x8CAF
0x1437A	0x4E01
0x1437B	0x5146
0x1437C	0x51CB
0x1437D	0x558B
0x1437E	0x5BF5
0x14421	0x5E16
0x14422	0x5E33
0x14423	0x5E81
0x14424	0x5F14
0x14425	0x5F35
0x14426	0x5F6B
0x14427	0x5FB4
0x14428	0x61F2
0x14429	0x6311
0x1442A	0x66A2
0x1442B	0x671D
0x1442C	0x6F6E
0x1442D	0x7252
0x1442E	0x753A
0x1442F	0x773A
0x14430	0x8074
0x14431	0x8139
0x14432	0x8178
0x14433	0x8776
0x14434	0x8ABF
0x14435	0x8ADC
0x14436	0x8D85
0x14437	0x8DF3
0x14438	0x929A
0x14439	0x9577
0x1443A	0x9802
0x1443B	0x9CE5
0x1443C	0x52C5
0x1443D	0x6357
0x1443E	0x76F4
0x1443F	0x6715
0x14440	0x6C88
0x14441	0x73CD
0x14442	0x8CC3
0x14443	0x93AE
0x14444	0x9673
0x14445	0x6D25
0x14446	0x589C
0x14447	0x690E
0x14448	0x69CC
0x14449	0x8FFD
0x1444A	0x939A
0x1444B	0x75DB
0x1444C	0x901A
0x1444D	0x585A
0x1444E	0x6802
0x1444F	0x63B4
0x14450	0x69FB
0x14451	0x4F43
0x14452	0x6F2C
0x14453	0x67D8
0x14454	0x8FBB
0x14455	0x8526
0x14456	0x7DB4
0x14457	0x9354
0x14458	0x693F
0x14459	0x6F70
0x1445A	0x576A
0x1445B	0x58F7
0x1445C	0x5B2C
0x1445D	0x7D2C
0x1445E	0x722A
0x1445F	0x540A
0x14460	0x91E3
0x14461	0x9DB4
0x14462	0x4EAD
0x14463	0x4F4E
0x14464	0x505C
0x14465	0x5075
0x14466	0x5243
0x14467	0x8C9E
0x14468	0x5448
0x14469	0x5824
0x1446A	0x5B9A
0x1446B	0x5E1D
0x1446C	0x5E95
0x1446D	0x5EAD
0x1446E	0x5EF7
0x1446F	0x5F1F
0x14470	0x608C
0x14471	0x62B5
0x14472	0x633A
0x14473	0x63D0
0x14474	0x68AF
0x14475	0x6C40
0x14476	0x7887
0x14477	0x798E
0x14478	0x7A0B
0x14479	0x7DE0
0x1447A	0x8247
0x1447B	0x8A02
0x1447C	0x8AE6
0x1447D	0x8E44
0x1447E	0x9013
0x14521	0x90B8
0x14522	0x912D
0x14523	0x91D8
0x14524	0x9F0E
0x14525	0x6CE5
0x14526	0x6458
0x14527	0x64E2
0x14528	0x6575
0x14529	0x6EF4
0x1452A	0x7684
0x1452B	0x7B1B
0x1452C	0x9069
0x1452D	0x93D1
0x1452E	0x6EBA
0x1452F	0x54F2
0x14530	0x5FB9
0x14531	0x64A4
0x14532	0x8F4D
0x14533	0x8FED
0x14534	0x9244
0x14535	0x5178
0x14536	0x586B
0x14537	0x5929
0x14538	0x5C55
0x14539	0x5E97
0x1453A	0x6DFB
0x1453B	0x7E8F
0x1453C	0x751C
0x1453D	0x8CBC
0x1453E	0x8EE2
0x1453F	0x985B
0x14540	0x70B9
0x14541	0x4F1D
0x14542	0x6BBF
0x14543	0x6FB1
0x14544	0x7530
0x14545	0x96FB
0x14546	0x514E
0x14547	0x5410
0x14548	0x5835
0x14549	0x5857
0x1454A	0x59AC
0x1454B	0x5C60
0x1454C	0x5F92
0x1454D	0x6597
0x1454E	0x675C
0x1454F	0x6E21
0x14550	0x767B
0x14551	0x83DF
0x14552	0x8CED
0x14553	0x9014
0x14554	0x90FD
0x14555	0x934D
0x14556	0x7825
0x14557	0x783A
0x14558	0x52AA
0x14559	0x5EA6
0x1455A	0x571F
0x1455B	0x5974
0x1455C	0x6012
0x1455D	0x5012
0x1455E	0x515A
0x1455F	0x51AC
0x14560	0x51CD
0x14561	0x5200
0x14562	0x5510
0x14563	0x5854
0x14564	0x5858
0x14565	0x5957
0x14566	0x5B95
0x14567	0x5CF6
0x14568	0x5D8B
0x14569	0x60BC
0x1456A	0x6295
0x1456B	0x642D
0x1456C	0x6771
0x1456D	0x6843
0x1456E	0x68BC
0x1456F	0x68DF
0x14570	0x76D7
0x14571	0x6DD8
0x14572	0x6E6F
0x14573	0x6D9B
0x14574	0x706F
0x14575	0x71C8
0x14576	0x5F53
0x14577	0x75D8
0x14578	0x7977
0x14579	0x7B49
0x1457A	0x7B54
0x1457B	0x7B52
0x1457C	0x7CD6
0x1457D	0x7D71
0x1457E	0x5230
0x14621	0x8463
0x14622	0x8569
0x14623	0x85E4
0x14624	0x8A0E
0x14625	0x8B04
0x14626	0x8C46
0x14627	0x8E0F
0x14628	0x9003
0x14629	0x900F
0x1462A	0x9419
0x1462B	0x9676
0x1462C	0x982D
0x1462D	0x9A30
0x1462E	0x95D8
0x1462F	0x50CD
0x14630	0x52D5
0x14631	0x540C
0x14632	0x5802
0x14633	0x5C0E
0x14634	0x61A7
0x14635	0x649E
0x14636	0x6D1E
0x14637	0x77B3
0x14638	0x7AE5
0x14639	0x80F4
0x1463A	0x8404
0x1463B	0x9053
0x1463C	0x9285
0x1463D	0x5CE0
0x1463E	0x9D07
0x1463F	0x533F
0x14640	0x5F97
0x14641	0x5FB3
0x14642	0x6D9C
0x14643	0x7279
0x14644	0x7763
0x14645	0x79BF
0x14646	0x7BE4
0x14647	0x6BD2
0x14648	0x72EC
0x14649	0x8AAD
0x1464A	0x6803
0x1464B	0x6A61
0x1464C	0x51F8
0x1464D	0x7A81
0x1464E	0x6934
0x1464F	0x5C4A
0x14650	0x9CF6
0x14651	0x82EB
0x14652	0x5BC5
0x14653	0x9149
0x14654	0x701E
0x14655	0x5678
0x14656	0x5C6F
0x14657	0x60C7
0x14658	0x6566
0x14659	0x6C8C
0x1465A	0x8C5A
0x1465B	0x9041
0x1465C	0x9813
0x1465D	0x5451
0x1465E	0x66C7
0x1465F	0x920D
0x14660	0x5948
0x14661	0x90A3
0x14662	0x5185
0x14663	0x4E4D
0x14664	0x51EA
0x14665	0x8599
0x14666	0x8B0E
0x14667	0x7058
0x14668	0x637A
0x14669	0x934B
0x1466A	0x6962
0x1466B	0x99B4
0x1466C	0x7E04
0x1466D	0x7577
0x1466E	0x5357
0x1466F	0x6960
0x14670	0x8EDF
0x14671	0x96E3
0x14672	0x6C5D
0x14673	0x4E8C
0x14674	0x5C3C
0x14675	0x5F10
0x14676	0x8FE9
0x14677	0x5302
0x14678	0x8CD1
0x14679	0x8089
0x1467A	0x8679
0x1467B	0x5EFF
0x1467C	0x65E5
0x1467D	0x4E73
0x1467E	0x5165
0x14721	0x5982
0x14722	0x5C3F
0x14723	0x97EE
0x14724	0x4EFB
0x14725	0x598A
0x14726	0x5FCD
0x14727	0x8A8D
0x14728	0x6FE1
0x14729	0x79B0
0x1472A	0x7962
0x1472B	0x5BE7
0x1472C	0x8471
0x1472D	0x732B
0x1472E	0x71B1
0x1472F	0x5E74
0x14730	0x5FF5
0x14731	0x637B
0x14732	0x649A
0x14733	0x71C3
0x14734	0x7C98
0x14735	0x4E43
0x14736	0x5EFC
0x14737	0x4E4B
0x14738	0x57DC
0x14739	0x56A2
0x1473A	0x60A9
0x1473B	0x6FC3
0x1473C	0x7D0D
0x1473D	0x80FD
0x1473E	0x8133
0x1473F	0x81BF
0x14740	0x8FB2
0x14741	0x8997
0x14742	0x86A4
0x14743	0x5DF4
0x14744	0x628A
0x14745	0x64AD
0x14746	0x8987
0x14747	0x6777
0x14748	0x6CE2
0x14749	0x6D3E
0x1474A	0x7436
0x1474B	0x7834
0x1474C	0x5A46
0x1474D	0x7F75
0x1474E	0x82AD
0x1474F	0x99AC
0x14750	0x4FF3
0x14751	0x5EC3
0x14752	0x62DD
0x14753	0x6392
0x14754	0x6557
0x14755	0x676F
0x14756	0x76C3
0x14757	0x724C
0x14758	0x80CC
0x14759	0x80BA
0x1475A	0x8F29
0x1475B	0x914D
0x1475C	0x500D
0x1475D	0x57F9
0x1475E	0x5A92
0x1475F	0x6885
0x14760	0x6973
0x14761	0x7164
0x14762	0x72FD
0x14763	0x8CB7
0x14764	0x58F2
0x14765	0x8CE0
0x14766	0x966A
0x14767	0x9019
0x14768	0x877F
0x14769	0x79E4
0x1476A	0x77E7
0x1476B	0x8429
0x1476C	0x4F2F
0x1476D	0x5265
0x1476E	0x535A
0x1476F	0x62CD
0x14770	0x67CF
0x14771	0x6CCA
0x14772	0x767D
0x14773	0x7B94
0x14774	0x7C95
0x14775	0x8236
0x14776	0x8584
0x14777	0x8FEB
0x14778	0x66DD
0x14779	0x6F20
0x1477A	0x7206
0x1477B	0x7E1B
0x1477C	0x83AB
0x1477D	0x99C1
0x1477E	0x9EA6
0x14821	0x51FD
0x14822	0x7BB1
0x14823	0x7872
0x14824	0x7BB8
0x14825	0x8087
0x14826	0x7B48
0x14827	0x6AE8
0x14828	0x5E61
0x14829	0x808C
0x1482A	0x7551
0x1482B	0x7560
0x1482C	0x516B
0x1482D	0x9262
0x1482E	0x6E8C
0x1482F	0x767A
0x14830	0x9197
0x14831	0x9AEA
0x14832	0x4F10
0x14833	0x7F70
0x14834	0x629C
0x14835	0x7B4F
0x14836	0x95A5
0x14837	0x9CE9
0x14838	0x567A
0x14839	0x5859
0x1483A	0x86E4
0x1483B	0x96BC
0x1483C	0x4F34
0x1483D	0x5224
0x1483E	0x534A
0x1483F	0x53CD
0x14840	0x53DB
0x14841	0x5E06
0x14842	0x642C
0x14843	0x6591
0x14844	0x677F
0x14845	0x6C3E
0x14846	0x6C4E
0x14847	0x7248
0x14848	0x72AF
0x14849	0x73ED
0x1484A	0x7554
0x1484B	0x7E41
0x1484C	0x822C
