"Issue #","Issue Name","Meeting","Status","First released version","GitHub issue","Notes"
"[LWG3836](https://wg21.link/LWG3836)","`std::expected<bool, E1>` conversion constructor `expected(const expected<U, G>&)` should take precedence over `expected(U&&)` with operator `bool`","2023-02 (Issaquah)","{{Complete}}","18","[#105113](https://github.com/llvm/llvm-project/issues/105113)",""
"[LWG3843](https://wg21.link/LWG3843)","`std::expected<T,E>::value() &` assumes `E` is copy constructible","2023-02 (Issaquah)","{{Complete}}","17","[#105114](https://github.com/llvm/llvm-project/issues/105114)",""
"[LWG3847](https://wg21.link/LWG3847)","`ranges::to` can still return views","2023-02 (Issaquah)","{{Complete}}","17","[#105115](https://github.com/llvm/llvm-project/issues/105115)",""
"[LWG3862](https://wg21.link/LWG3862)","`basic_const_iterator`'s `common_type` specialization is underconstrained","2023-02 (Issaquah)","","","[#105116](https://github.com/llvm/llvm-project/issues/105116)",""
"[LWG3865](https://wg21.link/LWG3865)","Sorting a range of `pairs`","2023-02 (Issaquah)","{{Complete}}","17","[#105117](https://github.com/llvm/llvm-project/issues/105117)",""
"[LWG3869](https://wg21.link/LWG3869)","Deprecate `std::errc` constants related to UNIX STREAMS","2023-02 (Issaquah)","{{Complete}}","19","[#105118](https://github.com/llvm/llvm-project/issues/105118)",""
"[LWG3870](https://wg21.link/LWG3870)","Remove `voidify`","2023-02 (Issaquah)","{{Complete}}","20","[#105119](https://github.com/llvm/llvm-project/issues/105119)",""
"[LWG3871](https://wg21.link/LWG3871)","Adjust note about `terminate`","2023-02 (Issaquah)","","","[#105122](https://github.com/llvm/llvm-project/issues/105122)",""
"[LWG3872](https://wg21.link/LWG3872)","`basic_const_iterator` should have custom `iter_move`","2023-02 (Issaquah)","","","[#105123](https://github.com/llvm/llvm-project/issues/105123)",""
"[LWG3875](https://wg21.link/LWG3875)","`std::ranges::repeat_view<T, IntegerClass>::iterator` may be ill-formed","2023-02 (Issaquah)","{{Complete}}","17","[#105124](https://github.com/llvm/llvm-project/issues/105124)",""
"[LWG3876](https://wg21.link/LWG3876)","Default constructor of `std::layout_XX::mapping` misses precondition","2023-02 (Issaquah)","","","[#105125](https://github.com/llvm/llvm-project/issues/105125)",""
"[LWG3877](https://wg21.link/LWG3877)","Incorrect constraints on `const`-qualified monadic overloads for `std::expected`","2023-02 (Issaquah)","{{Complete}}","17","[#105126](https://github.com/llvm/llvm-project/issues/105126)",""
"[LWG3878](https://wg21.link/LWG3878)","import `std;` should guarantee initialization of standard iostreams objects","2023-02 (Issaquah)","","","[#105127](https://github.com/llvm/llvm-project/issues/105127)",""
"[LWG3879](https://wg21.link/LWG3879)","`erase_if` for `flat_{,multi}set` is incorrectly specified","2023-02 (Issaquah)","","","[#105128](https://github.com/llvm/llvm-project/issues/105128)",""
"[LWG3880](https://wg21.link/LWG3880)","Clarify `operator+=` complexity for `{chunk,stride}_view::iterator`","2023-02 (Issaquah)","","","[#105129](https://github.com/llvm/llvm-project/issues/105129)",""
"[LWG3881](https://wg21.link/LWG3881)","Incorrect formatting of container adapters backed by `std::string`","2023-02 (Issaquah)","{{Complete}}","17","[#105130](https://github.com/llvm/llvm-project/issues/105130)",""
