descriptor_offset,token,token_id,device,flags,control,control_base,control_flags
0x1000,0x00ac5003,0x00ac,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00ac6003,0x00ac,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00ac7003,0x00ac,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00ac8003,0x00ac,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00ac9003,0x00ac,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00aca003,0x00ac,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00acb003,0x00ac,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00acc003,0x00ac,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00acd003,0x00ac,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00ace003,0x00ac,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00acf003,0x00ac,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00ad0003,0x00ad,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00ad1003,0x00ad,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00ad2003,0x00ad,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00ad3003,0x00ad,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00ad4003,0x00ad,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00ad5003,0x00ad,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00ad6003,0x00ad,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00ad7003,0x00ad,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00ad8003,0x00ad,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00ad9003,0x00ad,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00ada003,0x00ad,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00adb003,0x00ad,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00adc003,0x00ad,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00add003,0x00ad,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00ade003,0x00ad,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00adf003,0x00ad,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00ae0003,0x00ae,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00ae1003,0x00ae,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00ae2003,0x00ae,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00ae3003,0x00ae,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00ae4003,0x00ae,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00ae5003,0x00ae,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00ae6003,0x00ae,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00ae7003,0x00ae,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00ae8003,0x00ae,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00ae9003,0x00ae,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00aea003,0x00ae,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00aeb003,0x00ae,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00aec003,0x00ae,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00aed003,0x00ae,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00aee003,0x00ae,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00aef003,0x00ae,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00af0003,0x00af,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00af1003,0x00af,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00af2003,0x00af,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00af3003,0x00af,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00af4003,0x00af,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00af5003,0x00af,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00af6003,0x00af,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00af7003,0x00af,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00af8003,0x00af,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00af9003,0x00af,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00afa003,0x00af,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00afb003,0x00af,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00afc003,0x00af,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00afd003,0x00af,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00afe003,0x00af,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00aff003,0x00af,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b00003,0x00b0,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b01003,0x00b0,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b02003,0x00b0,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b03003,0x00b0,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b04003,0x00b0,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b05003,0x00b0,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b06003,0x00b0,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b07003,0x00b0,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b08003,0x00b0,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b09003,0x00b0,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b0a003,0x00b0,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b0b003,0x00b0,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b0c003,0x00b0,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b0d003,0x00b0,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b0e003,0x00b0,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b0f003,0x00b0,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b10003,0x00b1,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b11003,0x00b1,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b12003,0x00b1,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b13003,0x00b1,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b14003,0x00b1,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b15003,0x00b1,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b16003,0x00b1,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b17003,0x00b1,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b18003,0x00b1,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b19003,0x00b1,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b1a003,0x00b1,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b1b003,0x00b1,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b1c003,0x00b1,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b1d003,0x00b1,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b1e003,0x00b1,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b1f003,0x00b1,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b20003,0x00b2,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b21003,0x00b2,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b22003,0x00b2,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b23003,0x00b2,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b24003,0x00b2,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b25003,0x00b2,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b26003,0x00b2,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b27003,0x00b2,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b28003,0x00b2,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b29003,0x00b2,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b2a003,0x00b2,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b2b003,0x00b2,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b2c003,0x00b2,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b2d003,0x00b2,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b2e003,0x00b2,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b2f003,0x00b2,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b30003,0x00b3,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b31003,0x00b3,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b32003,0x00b3,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b33003,0x00b3,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b34003,0x00b3,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b35003,0x00b3,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b36003,0x00b3,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b37003,0x00b3,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b38003,0x00b3,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b39003,0x00b3,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b3a003,0x00b3,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b3b003,0x00b3,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b3c003,0x00b3,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b3d003,0x00b3,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b3e003,0x00b3,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b3f003,0x00b3,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b40003,0x00b4,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b41003,0x00b4,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b42003,0x00b4,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b43003,0x00b4,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b44003,0x00b4,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b45003,0x00b4,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b46003,0x00b4,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b47003,0x00b4,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b48003,0x00b4,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b49003,0x00b4,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b4a003,0x00b4,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b4b003,0x00b4,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b4c003,0x00b4,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b4d003,0x00b4,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b4e003,0x00b4,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b4f003,0x00b4,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b50003,0x00b5,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b51003,0x00b5,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b52003,0x00b5,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b53003,0x00b5,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b54003,0x00b5,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b55003,0x00b5,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b56003,0x00b5,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b57003,0x00b5,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b58003,0x00b5,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b59003,0x00b5,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b5a003,0x00b5,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b5b003,0x00b5,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b5c003,0x00b5,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b5d003,0x00b5,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b5e003,0x00b5,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b5f003,0x00b5,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b60003,0x00b6,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b61003,0x00b6,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b62003,0x00b6,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b63003,0x00b6,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b64003,0x00b6,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b65003,0x00b6,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b66003,0x00b6,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b67003,0x00b6,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b68003,0x00b6,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b69003,0x00b6,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b6a003,0x00b6,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b6b003,0x00b6,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b6c003,0x00b6,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b6d003,0x00b6,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b6e003,0x00b6,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b6f003,0x00b6,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b70003,0x00b7,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b71003,0x00b7,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b72003,0x00b7,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b73003,0x00b7,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b74003,0x00b7,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b75003,0x00b7,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b76003,0x00b7,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b77003,0x00b7,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b78003,0x00b7,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b79003,0x00b7,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b7a003,0x00b7,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b7b003,0x00b7,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b7c003,0x00b7,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b7d003,0x00b7,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b7e003,0x00b7,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b7f003,0x00b7,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b80003,0x00b8,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b81003,0x00b8,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b82003,0x00b8,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b83003,0x00b8,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b84003,0x00b8,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b85003,0x00b8,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b86003,0x00b8,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b87003,0x00b8,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b88003,0x00b8,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b89003,0x00b8,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b8a003,0x00b8,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b8b003,0x00b8,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b8c003,0x00b8,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b8d003,0x00b8,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b8e003,0x00b8,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b8f003,0x00b8,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00b90003,0x00b9,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00b91003,0x00b9,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00b92003,0x00b9,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00b93003,0x00b9,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00b94003,0x00b9,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00b95003,0x00b9,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00b96003,0x00b9,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00b97003,0x00b9,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00b98003,0x00b9,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00b99003,0x00b9,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00b9a003,0x00b9,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00b9b003,0x00b9,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00b9c003,0x00b9,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00b9d003,0x00b9,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00b9e003,0x00b9,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00b9f003,0x00b9,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00ba0003,0x00ba,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00ba1003,0x00ba,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00ba2003,0x00ba,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00ba3003,0x00ba,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00ba4003,0x00ba,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00ba5003,0x00ba,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00ba6003,0x00ba,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00ba7003,0x00ba,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00ba8003,0x00ba,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00ba9003,0x00ba,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00baa003,0x00ba,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00bab003,0x00ba,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bac003,0x00ba,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bad003,0x00ba,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bae003,0x00ba,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00baf003,0x00ba,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00bb0003,0x00bb,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00bb1003,0x00bb,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00bb2003,0x00bb,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00bb3003,0x00bb,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00bb4003,0x00bb,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00bb5003,0x00bb,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00bb6003,0x00bb,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00bb7003,0x00bb,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00bb8003,0x00bb,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00bb9003,0x00bb,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00bba003,0x00bb,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00bbb003,0x00bb,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bbc003,0x00bb,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bbd003,0x00bb,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bbe003,0x00bb,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00bbf003,0x00bb,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00bc0003,0x00bc,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00bc1003,0x00bc,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00bc2003,0x00bc,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00bc3003,0x00bc,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00bc4003,0x00bc,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00bc5003,0x00bc,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00bc6003,0x00bc,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00bc7003,0x00bc,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00bc8003,0x00bc,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00bc9003,0x00bc,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00bca003,0x00bc,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00bcb003,0x00bc,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bcc003,0x00bc,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bcd003,0x00bc,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bce003,0x00bc,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00bcf003,0x00bc,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00bd0003,0x00bd,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00bd1003,0x00bd,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00bd2003,0x00bd,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00bd3003,0x00bd,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00bd4003,0x00bd,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00bd5003,0x00bd,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00bd6003,0x00bd,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00bd7003,0x00bd,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00bd8003,0x00bd,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00bd9003,0x00bd,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00bda003,0x00bd,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00bdb003,0x00bd,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bdc003,0x00bd,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bdd003,0x00bd,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bde003,0x00bd,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00bdf003,0x00bd,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00be0003,0x00be,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00be1003,0x00be,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00be2003,0x00be,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00be3003,0x00be,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00be4003,0x00be,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00be5003,0x00be,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00be6003,0x00be,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00be7003,0x00be,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00be8003,0x00be,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00be9003,0x00be,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00bea003,0x00be,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00beb003,0x00be,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bec003,0x00be,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bed003,0x00be,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bee003,0x00be,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00bef003,0x00be,unknown,61443,0x00200000,0x0020,0x0000
0x1000,0x00bf0003,0x00bf,unknown,3,0x00200000,0x0020,0x0000
0x1000,0x00bf1003,0x00bf,unknown,4099,0x00200000,0x0020,0x0000
0x1000,0x00bf2003,0x00bf,unknown,8195,0x00200000,0x0020,0x0000
0x1000,0x00bf3003,0x00bf,unknown,12291,0x00200000,0x0020,0x0000
0x1000,0x00bf4003,0x00bf,unknown,16387,0x00200000,0x0020,0x0000
0x1000,0x00bf5003,0x00bf,unknown,20483,0x00200000,0x0020,0x0000
0x1000,0x00bf6003,0x00bf,unknown,24579,0x00200000,0x0020,0x0000
0x1000,0x00bf7003,0x00bf,unknown,28675,0x00200000,0x0020,0x0000
0x1000,0x00bf8003,0x00bf,unknown,32771,0x00200000,0x0020,0x0000
0x1000,0x00bf9003,0x00bf,unknown,36867,0x00200000,0x0020,0x0000
0x1000,0x00bfa003,0x00bf,unknown,40963,0x00200000,0x0020,0x0000
0x1000,0x00bfb003,0x00bf,unknown,45059,0x00200000,0x0020,0x0000
0x1000,0x00bfc003,0x00bf,unknown,49155,0x00200000,0x0020,0x0000
0x1000,0x00bfd003,0x00bf,unknown,53251,0x00200000,0x0020,0x0000
0x1000,0x00bfe003,0x00bf,unknown,57347,0x00200000,0x0020,0x0000
0x1000,0x00bff003,0x00bf,unknown,61443,0x00200000,0x0020,0x0000
0x2000,0x00c00003,0x00c0,unknown,3,0x00200000,0x0020,0x0000
0x2000,0x00c01003,0x00c0,unknown,4099,0x00200000,0x0020,0x0000
0x2000,0x00c02003,0x00c0,unknown,8195,0x00200000,0x0020,0x0000
0x2000,0x00c03003,0x00c0,unknown,12291,0x00200000,0x0020,0x0000
0x2000,0x00c04003,0x00c0,unknown,16387,0x00200000,0x0020,0x0000
0x2000,0x00c05003,0x00c0,unknown,20483,0x00200000,0x0020,0x0000
0x2000,0x00c06003,0x00c0,unknown,24579,0x00200000,0x0020,0x0000
0x2000,0x00c07003,0x00c0,unknown,28675,0x00200000,0x0020,0x0000
0x2000,0x00c08003,0x00c0,unknown,32771,0x00200000,0x0020,0x0000
0x2000,0x00c09003,0x00c0,unknown,36867,0x00200000,0x0020,0x0000
0x2000,0x00c0a003,0x00c0,unknown,40963,0x00200000,0x0020,0x0000
0x2000,0x00c0b003,0x00c0,unknown,45059,0x00200000,0x0020,0x0000
0x2000,0x00c0c003,0x00c0,unknown,49155,0x00200000,0x0020,0x0000
0x2000,0x00c0d003,0x00c0,unknown,53251,0x00200000,0x0020,0x0000
0x2000,0x00c0e003,0x00c0,unknown,57347,0x00200000,0x0020,0x0000
0x2000,0x00c0f003,0x00c0,unknown,61443,0x00200000,0x0020,0x0000
0x2000,0x00c10003,0x00c1,unknown,3,0x00200000,0x0020,0x0000
0x2000,0x00c11003,0x00c1,unknown,4099,0x00200000,0x0020,0x0000
0x2000,0x00c12003,0x00c1,unknown,8195,0x00200000,0x0020,0x0000
0x2000,0x00c13003,0x00c1,unknown,12291,0x00200000,0x0020,0x0000
0x2000,0x00c14003,0x00c1,unknown,16387,0x00200000,0x0020,0x0000
0x2000,0x00c15003,0x00c1,unknown,20483,0x00200000,0x0020,0x0000
0x2000,0x00c16003,0x00c1,unknown,24579,0x00200000,0x0020,0x0000
